,Team,League,Year,OBP,SLG,BA,Playoffs,ERA,ERA+,FIP,HR,RBIs,Ks,RC
1374,ATL,N/A,2017,0.326,0.412,0.263,1,4.72,93,4.51,165,706,1258,744.0793201133145
1375,SDP,N/A,2017,0.299,0.393,0.234,1,4.67,90,4.67,189,576,1325,744.0793201133145
1376,NYM,N/A,2017,0.32,0.434,0.25,1,5.01,83,4.59,224,713,1374,744.0793201133145
1377,CIN,N/A,2017,0.329,0.433,0.253,1,5.17,87,5.08,219,715,1300,744.0793201133145
1378,CHW,N/A,2017,0.314,0.417,0.256,1,4.78,90,5.17,186,670,1193,744.0793201133145
1379,PHI,N/A,2017,0.315,0.409,0.25,1,4.55,95,4.56,174,654,1309,744.0793201133145
1380,SFG,N/A,2017,0.309,0.38,0.249,1,4.5,95,4.22,128,612,1234,744.0793201133145
1381,DET,N/A,2017,0.324,0.424,0.258,1,5.36,84,4.73,187,699,1202,744.0793201133145
1382,BOS,N/A,2018,0.339,0.453,0.268,0,3.75,118,3.82,208,829,1558,744.0793201133145
1383,HOU,N/A,2018,0.329,0.425,0.255,0,3.11,134,3.23,205,763,1687,744.0793201133145
1384,NYY,N/A,2018,0.329,0.451,0.249,0,3.78,112,3.63,267,821,1634,744.0793201133145
1385,OAK,N/A,2018,0.325,0.439,0.252,0,3.81,109,4.18,227,778,1237,744.0793201133145
1386,MIL,N/A,2018,0.323,0.424,0.252,0,3.73,110,4.01,218,711,1428,744.0793201133145
1387,CHC,N/A,2018,0.333,0.41,0.258,0,3.65,115,4.13,167,722,1333,744.0793201133145
1388,LAD,N/A,2018,0.333,0.442,0.25,0,3.38,115,3.6,235,756,1565,744.0793201133145
1389,CLE,N/A,2018,0.332,0.434,0.259,0,3.77,115,3.78,216,786,1544,744.0793201133145
1390,COL,N/A,2018,0.322,0.435,0.256,0,4.33,109,4.06,210,748,1409,744.0793201133145
1391,ATL,N/A,2018,0.324,0.417,0.257,1,3.75,110,3.98,175,717,1423,744.0793201133145
1392,TBR,N/A,2018,0.333,0.406,0.258,1,3.74,110,3.82,150,664,1421,744.0793201133145
1393,SEA,N/A,2018,0.314,0.408,0.254,1,4.13,99,4.05,176,644,1328,744.0793201133145
1394,STL,N/A,2018,0.321,0.409,0.249,1,3.85,101,3.97,205,725,1337,744.0793201133145
1395,PIT,N/A,2018,0.317,0.407,0.254,1,4.0,98,4.06,157,665,1336,744.0793201133145
1396,WSN,N/A,2018,0.335,0.419,0.254,1,4.04,106,4.15,191,737,1417,744.0793201133145
1397,ARI,N/A,2018,0.31,0.397,0.235,1,3.72,113,3.91,176,658,1448,744.0793201133145
1398,PHI,N/A,2018,0.314,0.393,0.234,1,4.14,100,3.83,186,653,1465,744.0793201133145
1399,LAA,N/A,2018,0.313,0.413,0.242,1,4.15,102,4.36,214,690,1386,744.0793201133145
1400,MIN,N/A,2018,0.318,0.405,0.25,1,4.5,96,4.39,166,704,1377,744.0793201133145
1401,NYM,N/A,2018,0.312,0.389,0.234,1,4.07,92,3.97,170,649,1446,744.0793201133145
1402,SFG,N/A,2018,0.3,0.368,0.239,1,3.95,97,3.98,133,573,1269,744.0793201133145
1403,TOR,N/A,2018,0.312,0.427,0.244,1,4.85,88,4.53,217,680,1298,744.0793201133145
1404,CIN,N/A,2018,0.328,0.401,0.254,1,4.63,90,4.66,172,665,1258,744.0793201133145
1405,TEX,N/A,2018,0.318,0.404,0.24,1,4.92,97,4.79,194,696,1121,744.0793201133145
1406,SDP,N/A,2018,0.297,0.38,0.235,1,4.4,88,4.1,162,583,1399,744.0793201133145
1407,DET,N/A,2018,0.3,0.38,0.241,1,4.58,98,4.58,135,597,1215,744.0793201133145
1408,MIA,N/A,2018,0.303,0.357,0.237,1,4.76,81,4.56,128,554,1249,744.0793201133145
1409,CHW,N/A,2018,0.302,0.401,0.241,1,4.83,88,4.73,182,639,1259,744.0793201133145
1410,KCR,N/A,2018,0.305,0.392,0.245,1,4.94,88,4.66,155,606,1157,744.0793201133145
1411,BAL,N/A,2018,0.298,0.391,0.239,1,5.18,83,4.98,188,593,1203,744.0793201133145
1412,HOU,N/A,2019,0.352,0.495,0.274,0,3.66,127,3.98,288,891,1671,744.0793201133145
1413,LAD,N/A,2019,0.338,0.472,0.257,0,3.37,123,3.73,279,861,1519,744.0793201133145
1414,NYY,N/A,2019,0.339,0.49,0.267,0,4.31,104,4.47,306,904,1534,744.0793201133145
1415,MIN,N/A,2019,0.338,0.494,0.27,0,4.18,109,4.02,307,906,1463,744.0793201133145
1416,ATL,N/A,2019,0.336,0.452,0.258,0,4.19,110,4.39,249,824,1393,744.0793201133145
1417,OAK,N/A,2019,0.327,0.448,0.249,0,3.97,109,4.34,257,800,1299,744.0793201133145
1418,TBR,N/A,2019,0.325,0.431,0.254,0,3.65,120,3.65,217,730,1621,744.0793201133145
1419,WSN,N/A,2019,0.342,0.454,0.265,0,4.27,106,4.14,231,824,1511,744.0793201133145
1420,CLE,N/A,2019,0.323,0.432,0.25,0,3.76,125,4.06,223,731,1508,744.0793201133145
1421,STL,N/A,2019,0.322,0.415,0.245,1,3.8,110,4.27,210,714,1399,744.0793201133145
1422,MIL,N/A,2019,0.329,0.438,0.246,1,4.4,102,4.46,250,744,1497,744.0793201133145
1423,NYM,N/A,2019,0.328,0.442,0.257,1,4.24,97,4.1,242,767,1520,744.0793201133145
1424,ARI,N/A,2019,0.323,0.434,0.252,1,4.25,105,4.4,220,778,1427,744.0793201133145
1425,BOS,N/A,2019,0.34,0.466,0.269,1,4.7,104,4.28,245,857,1633,744.0793201133145
1426,CHC,N/A,2019,0.331,0.452,0.252,1,4.1,108,4.25,256,783,1444,744.0793201133145
1427,PHI,N/A,2019,0.319,0.427,0.246,1,4.53,99,4.88,215,742,1392,744.0793201133145
1428,TEX,N/A,2019,0.319,0.431,0.248,1,5.06,102,4.84,223,765,1379,744.0793201133145
1429,SFG,N/A,2019,0.302,0.392,0.239,1,4.38,96,4.55,167,655,1368,744.0793201133145
1430,CIN,N/A,2019,0.315,0.422,0.244,1,4.18,112,4.23,227,679,1552,744.0793201133145
1431,CHW,N/A,2019,0.314,0.414,0.261,1,4.9,94,4.89,182,676,1312,744.0793201133145
1432,LAA,N/A,2019,0.324,0.422,0.247,1,5.12,91,5.04,220,734,1404,744.0793201133145
1433,COL,N/A,2019,0.326,0.456,0.265,1,5.56,93,5.23,224,803,1264,744.0793201133145
1434,SDP,N/A,2019,0.308,0.41,0.238,1,4.6,91,4.22,219,652,1475,744.0793201133145
1435,PIT,N/A,2019,0.321,0.42,0.265,1,5.18,84,4.78,163,722,1443,744.0793201133145
1436,SEA,N/A,2019,0.316,0.424,0.237,1,4.99,88,5.0,239,730,1239,744.0793201133145
1437,TOR,N/A,2019,0.305,0.428,0.236,1,4.79,95,4.82,247,697,1332,744.0793201133145
1438,KCR,N/A,2019,0.309,0.401,0.247,1,5.2,92,4.9,162,655,1230,744.0793201133145
1439,MIA,N/A,2019,0.298,0.375,0.241,1,4.74,91,4.89,146,593,1378,744.0793201133145
1440,BAL,N/A,2019,0.31,0.415,0.246,1,5.59,84,5.56,213,698,1248,744.0793201133145
1441,DET,N/A,2019,0.294,0.388,0.24,1,5.24,91,4.84,149,556,1368,744.0793201133145
1442,SFG,N/A,2021,0.329,0.44,0.249,0,3.24,128,3.55,241,768,1425,744.0793201133145
1443,LAD,N/A,2021,0.33,0.429,0.244,0,3.01,139,3.54,237,799,1599,744.0793201133145
1444,TBR,N/A,2021,0.321,0.429,0.243,0,3.67,111,3.79,222,810,1478,744.0793201133145
1445,MIL,N/A,2021,0.317,0.396,0.233,0,3.5,120,3.72,194,700,1618,744.0793201133145
1446,HOU,N/A,2021,0.339,0.444,0.267,0,3.78,114,4.12,221,834,1456,744.0793201133145
1447,CHW,N/A,2021,0.336,0.422,0.256,0,3.73,118,3.74,190,757,1588,744.0793201133145
1448,BOS,N/A,2021,0.328,0.449,0.261,0,4.26,111,3.95,219,783,1527,744.0793201133145
1449,NYY,N/A,2021,0.322,0.407,0.237,0,3.74,112,3.9,222,666,1569,744.0793201133145
1450,TOR,N/A,2021,0.33,0.466,0.266,0,3.91,115,4.18,262,816,1468,744.0793201133145
1451,STL,N/A,2021,0.313,0.412,0.244,1,3.98,99,4.3,198,678,1225,744.0793201133145
1452,SEA,N/A,2021,0.303,0.385,0.226,1,4.3,98,4.26,199,673,1328,744.0793201133145
1453,ATL,N/A,2021,0.319,0.435,0.244,1,3.88,113,4.09,239,762,1417,744.0793201133145
1454,OAK,N/A,2021,0.317,0.406,0.238,1,4.02,103,4.1,199,698,1332,744.0793201133145
1455,CIN,N/A,2021,0.328,0.431,0.249,1,4.4,107,4.34,222,756,1524,744.0793201133145
1456,PHI,N/A,2021,0.318,0.408,0.24,1,4.39,96,4.15,198,700,1480,744.0793201133145
1457,CLE,N/A,2021,0.303,0.407,0.238,1,4.34,100,4.43,203,686,1391,744.0793201133145
1458,SDP,N/A,2021,0.321,0.401,0.242,1,4.1,95,4.18,180,695,1517,744.0793201133145
1459,DET,N/A,2021,0.308,0.399,0.242,1,4.32,101,4.6,179,675,1259,744.0793201133145
1460,NYM,N/A,2021,0.315,0.391,0.239,1,3.9,106,4.03,176,604,1453,744.0793201133145
1461,LAA,N/A,2021,0.31,0.407,0.245,1,4.69,96,4.25,190,691,1453,744.0793201133145
1462,COL,N/A,2021,0.317,0.414,0.249,1,4.82,99,4.47,182,709,1269,744.0793201133145
1463,KCR,N/A,2021,0.306,0.396,0.249,1,4.64,98,4.39,163,647,1344,744.0793201133145
1464,MIN,N/A,2021,0.314,0.423,0.241,1,4.83,88,4.66,228,690,1317,744.0793201133145
1465,CHC,N/A,2021,0.312,0.407,0.237,1,4.87,88,4.88,210,672,1358,744.0793201133145
1466,MIA,N/A,2021,0.298,0.372,0.233,1,3.96,106,4.01,158,594,1381,744.0793201133145
1467,WSN,N/A,2021,0.337,0.417,0.258,1,4.8,84,4.87,182,686,1346,744.0793201133145
1468,PIT,N/A,2021,0.309,0.364,0.236,1,5.08,84,4.74,124,570,1312,744.0793201133145
1469,TEX,N/A,2021,0.294,0.375,0.232,1,4.79,92,4.76,167,598,1239,744.0793201133145
1470,BAL,N/A,2021,0.304,0.402,0.239,1,5.84,77,5.15,195,632,1234,744.0793201133145
1471,ARI,N/A,2021,0.309,0.382,0.236,1,5.11,82,4.88,144,644,1238,744.0793201133145
